System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2-(NNO) rhol rhos viscosity aH2O chisqr
211 7000.00 1017.96 47.553278 0.9939035419085771 0.996011 -595810.146352 139.084998 19.452739 69.416359 -212.187970 3329.764948 -9.949 0.000 2.439383 3.735854 2.232 n/a n/a
185 1000.00 1024.20 46.232701 0.9842623194612864 0.981835 -589339.625194 128.437568 19.740852 66.819406 -456.304625 3029.687452 -9.856 0.000 2.347771 2.029048 3.166 n/a n/a
207 10000.00 1045.73 43.146452 0.9950040647135397 0.996722 -533914.856252 128.550341 17.495427 62.926043 -99.540585 3104.165132 -9.542 0.000 2.461905 3.758625 1.903 n/a n/a
212 7000.00 1015.96 47.262848 0.9940076879428337 0.996086 -592602.414899 138.259405 19.351368 68.979927 -211.568474 3319.704201 -9.979 0.000 2.437256 3.739239 2.242 n/a n/a
213 4000.00 984.29 49.386950 0.9934741578766756 0.995056 -635295.390796 142.914189 21.033147 72.541251 -350.213521 3774.347864 -10.466 0.000 2.344320 3.099504 2.609 n/a n/a
208 10000.00 1043.73 42.930513 0.9950863536278446 0.996781 -531614.166942 127.916237 17.419842 62.602914 -99.284949 3096.631945 -9.571 0.000 2.460271 3.761844 1.911 n/a n/a
186 1000.00 1022.20 45.508010 0.9845811589091727 0.982186 -580713.378532 126.379478 19.455620 65.722741 -448.065317 2981.808761 -9.886 0.000 2.344771 2.024581 3.201 n/a n/a
213 7000.00 1013.96 46.979113 0.9941097495170024 0.996160 -589474.725544 137.451495 19.252261 68.553793 -210.958643 3309.827260 -10.009 0.000 2.435166 3.742595 2.252 n/a n/a
209 10000.00 1041.73 42.719187 0.9951671195658218 0.996839 -529367.595274 127.294471 17.345800 62.286846 -99.035433 3089.224167 -9.600 0.000 2.458667 3.765056 1.920 n/a n/a
214 4000.00 982.29 49.066574 0.9935456768917504 0.995111 -631650.818381 142.015582 20.917206 72.066786 -349.264735 3763.476263 -10.498 0.000 2.342063 3.096596 2.619 n/a n/a
187 1000.00 1020.20 44.809097 0.9848843194281202 0.982519 -572388.633191 124.392280 19.180156 64.665171 -440.179038 2935.565516 -9.916 0.000 2.341846 2.020130 3.235 n/a n/a
214 7000.00 1011.96 46.701876 0.9942097764803308 0.996231 -586424.656986 136.660739 19.155349 68.137646 -210.358214 3300.128528 -10.039 0.000 2.433112 3.745926 2.262 n/a n/a
215 4000.00 980.28 48.751760 0.9936159037298513 0.995164 -628068.347977 141.131604 20.803116 71.600554 -348.323568 3752.750022 -10.529 0.000 2.339838 3.093701 2.629 n/a n/a
210 10000.00 1039.73 42.512352 0.9952463958706482 0.996895 -527173.666611 126.684708 17.273260 61.977648 -98.791885 3081.938253 -9.629 0.000 2.457095 3.768260 1.928 n/a n/a
188 1000.00 1018.19 44.134415 0.9851724938739036 0.982835 -564347.157311 122.471759 18.913874 63.645577 -432.623705 2890.897330 -9.945 0.000 2.338991 2.015693 3.269 n/a n/a
215 7000.00 1009.96 46.430945 0.9943078186142632 0.996302 -583449.878292 135.886627 19.060568 67.731190 -209.766932 3290.602595 -10.069 0.000 2.431094 3.749234 2.272 n/a n/a
211 10000.00 1037.74 42.309888 0.9953242150546494 0.996951 -525030.956027 126.086626 17.202181 61.675133 -98.554161 3074.770770 -9.658 0.000 2.455553 3.771460 1.936 n/a n/a
189 1000.00 1016.19 43.482528 0.9854463548480134 0.983135 -556572.002311 120.614000 18.656230 62.659338 -425.378312 2847.641050 -9.975 0.000 2.336204 2.011266 3.304 n/a n/a
217 4000.00 976.28 48.138247 0.9937525344429416 0.995268 -621083.340783 139.406036 20.580297 70.691940 -346.463334 3731.717591 -10.593 0.000 2.335484 3.087943 2.648 n/a n/a
190 1000.00 1014.19 42.852100 0.9857067261460682 0.983419 -549047.408701 118.815360 18.406715 61.705658 -418.422064 2805.747560 -10.006 0.000 2.333485 2.006852 3.337 n/a n/a
212 10000.00 1035.74 42.111682 0.9954006087475515 0.997005 -522938.086324 125.499911 17.132525 61.379123 -98.322118 3067.718392 -9.687 0.000 2.454041 3.774655 1.945 n/a n/a

218 4000.00 974.27 47.839272 0.9938189655103948 0.995318 -617677.726270 138.563720 20.471477 70.249145 -345.543902 3721.403669 -10.625 0.000 2.333355 3.085077 2.658 n/a n/a
217 7000.00 1005.96 45.907276 0.9944981449482692 0.996438 -577717.298592 134.386387 18.877147 66.946212 -208.610832 3272.048414 -10.130 0.000 2.427164 3.755789 2.292 n/a n/a
213 10000.00 1033.74 41.917622 0.9954756076788602 0.997058 -520893.726101 124.924261 17.064254 61.089446 -98.095619 3060.777897 -9.716 0.000 2.452559 3.777846 1.953 n/a n/a
219 4000.00 972.27 47.545309 0.9938841584361917 0.995367 -614328.055361 137.734585 20.364326 69.813762 -344.631356 3711.219641 -10.657 0.000 2.331256 3.082218 2.667 n/a n/a
218 7000.00 1003.96 45.654192 0.9945905254387141 0.996503 -574955.257436 133.659331 18.788389 66.567147 -208.045546 3263.010254 -10.161 0.000 2.425251 3.759039 2.302 n/a n/a
214 10000.00 1031.75 41.727600 0.9955492416589992 0.997110 -518896.587901 124.359384 16.997332 60.805934 -97.874531 3053.946163 -9.745 0.000 2.451107 3.781034 1.961 n/a n/a
191 1000.00 1012.19 42.242048 0.9823085523268955 0.979220 -541796.368325 117.045258 18.182044 60.754482 -439.938979 2789.612023 -10.036 0.000 2.330611 1.977996 3.371 n/a n/a
219 7000.00 1001.96 45.406720 0.9946811133726821 0.996567 -572260.019214 132.947059 18.701525 66.196688 -207.488471 3254.125057 -10.191 0.000 2.423373 3.762273 2.312 n/a n/a
220 4000.00 970.26 47.256229 0.9939481264602592 0.995416 -611032.891001 136.918291 20.258800 69.385599 -343.725522 3701.161911 -10.690 0.000 2.329188 3.079364 2.676 n/a n/a
215 10000.00 1029.75 41.541512 0.9956215395644719 0.997161 -516945.426411 123.804996 16.931724 60.528424 -97.658727 3047.220163 -9.774 0.000 2.449684 3.784221 1.970 n/a n/a
216 10000.00 1027.75 41.359259 0.9956925293302192 0.997211 -515039.036733 123.260824 16.867395 60.256761 -97.448080 3040.596964 -9.804 0.000 2.448290 3.787406 1.978 n/a n/a
220 7000.00 999.96 45.164704 0.9947699542926955 0.996630 -569629.654856 132.249150 18.616499 65.834588 -206.939394 3245.388287 -10.222 0.000 2.421529 3.765490 2.322 n/a n/a
221 4000.00 968.26 46.971907 0.9940108824659607 0.995463 -607790.834160 136.114511 20.154859 68.964469 -342.826230 3691.226984 -10.722 0.000 2.327150 3.076515 2.686 n/a n/a
192 1000.00 1010.18 41.497049 0.9827251366070208 0.979709 -532704.587031 114.937388 17.881549 59.633960 -430.180925 2739.366814 -10.066 0.000 2.327808 1.975672 3.405 n/a n/a
221 7000.00 997.96 44.927989 0.9948570925651868 0.996692 -567062.306015 131.565195 18.533260 65.480607 -206.398108 3236.795564 -10.253 0.000 2.419719 3.768693 2.333 n/a n/a
217 10000.00 1025.75 41.180741 0.9957622379353284 0.997260 -513176.252716 122.726602 16.804313 59.990793 -97.242471 3034.073720 -9.833 0.000 2.446924 3.790591 1.986 n/a n/a
193 1000.00 1008.18 40.782406 0.9831193833595364 0.980170 -523982.126484 112.913319 17.593034 58.559353 -420.927101 2691.154671 -10.096 0.000 2.325075 1.973328 3.439 n/a n/a
222 4000.00 966.25 46.692221 0.9940724388259271 0.995509 -604600.522363 135.322925 20.052461 68.550192 -341.933316 3681.411465 -10.755 0.000 2.325142 3.073669 2.695 n/a n/a
222 7000.00 995.96 44.696431 0.9949425713435344 0.996752 -564556.182064 130.894801 18.451758 65.134518 -205.864413 3228.342660 -10.284 0.000 2.417942 3.771883 2.343 n/a n/a
218 10000.00 1023.76 41.005866 0.9958306913878797 0.997308 -511355.945348 122.202073 16.742446 59.730373 -97.041780 3027.647673 -9.863 0.000 2.445587 3.793777 1.995 n/a n/a
223 4000.00 964.25 46.417053 0.9941328073312519 0.995555 -601460.628189 134.543222 19.951567 68.142592 -341.046615 3671.712052 -10.787 0.000 2.323163 3.070826 2.705 n/a n/a
223 7000.00 993.96 44.469886 0.9950264325508800 0.996811 -562109.557218 130.237590 18.371945 64.796100 -205.338116 3220.025495 -10.315 0.000 2.416199 3.775060 2.353 n/a n/a
194 1000.00 1006.18 40.096080 0.9834942400260085 0.980608 -515603.891206 110.967474 17.315684 57.527595 -412.127949 2644.828089 -10.127 0.000 2.322408 1.970964 3.472 n/a n/a
219 10000.00 1021.76 40.834541 0.9958979147322592 0.997355 -509577.021193 121.686988 16.681764 59.475358 -96.845895 3021.316145 -9.892 0.000 2.444278 3.796963 2.003 n/a n/a
224 4000.00 962.24 46.146287 0.9941919990656974 0.995599 -598369.857807 133.775099 19.852139 67.741497 -340.165968 3662.125533 -10.820 0.000 2.321213 3.067982 2.714 n/a n/a
224 7000.00 991.96 44.248220 0.9951087168736591 0.996869 -559720.767762 129.593195 18.293775 64.465139 -204.819031 3211.840125 -10.346 0.000 2.414488 3.778225 2.363 n/a n/a
195 1000.00 1004.18 39.436272 0.9838507726271384 0.981024 -507547.756634 109.094908 17.048785 56.535955 -403.750500 2600.265715 -10.157 0.000 2.319807 1.968581 3.505 n/a n/a
220 10000.00 1019.76 40.666677 0.9959639320054744 0.997402 -507838.420901 121.181106 16.622235 59.225610 -96.654705 3015.076538 -9.922 0.000 2.442996 3.800152 2.012 n/a n/a
225 7000.00 989.96 44.031300 0.9951894637617210 0.996925 -557388.209403 128.961265 18.217202 64.141429 -204.306978 3203.782746 -10.377 0.000 2.412810 3.781378 2.373 n/a n/a
196 1000.00 1002.18 38.801322 0.9841899868144049 0.981419 -499793.362565 107.291062 16.791681 55.581922 -395.764646 2557.355865 -10.188 0.000 2.317270 1.966180 3.537 n/a n/a
221 10000.00 1017.77 40.502190 0.9960287662444649 0.997447 -506139.117748 120.684193 16.563831 58.980997 -96.468102 3008.926329 -9.952 0.000 2.441742 3.803343 2.020 n/a n/a
225 4000.00 960.24 45.879094 0.9917070797006742 0.993544 -595346.782849 132.992496 19.751645 67.316313 -339.053135 3651.111761 -10.853 0.000 2.318503 2.983866 2.719 n/a n/a
226 7000.00 987.96 43.819000 0.9952687114457682 0.996980 -555110.334721 128.341459 18.142183 63.824773 -203.801782 3195.849680 -10.408 0.000 2.411163 3.784521 2.383 n/a n/a
197 1000.00 1000.17 38.189701 0.9845128305343459 0.981795 -492321.950458 105.551734 16.543766 54.663179 -388.142857 2515.995635 -10.219 0.000 2.314795 1.963763 3.569 n/a n/a
222 10000.00 1015.77 40.340994 0.9960924394319793 0.997491 -504478.116226 120.196022 16.506525 58.741387 -96.285981 3002.863070 -9.982 0.000 2.440515 3.806536 2.029 n/a n/a
226 4000.00 958.24 45.499818 0.9930123437805591 0.994554 -590755.022327 131.972734 19.613367 66.768540 -337.992173 3639.743282 -10.885 0.000 2.316241 2.976663 2.726 n/a n/a
227 7000.00 985.96 43.611196 0.9953464969470497 0.997035 -552885.650743 127.733449 18.068676 63.514979 -203.303275 3188.037375 -10.440 0.000 2.409549 3.787654 2.394 n/a n/a
198 1000.00 998.17 37.599997 0.9848201969583432 0.982152 -485116.217454 103.873046 16.304481 53.777588 -380.859926 2476.090098 -10.250 0.000 2.312380 1.961330 3.601 n/a n/a
223 10000.00 1013.77 40.183009 0.9961549725010191 0.997535 -502854.450674 119.716372 16.450288 58.506656 -96.108241 2996.884378 -10.012 0.000 2.439315 3.809734 2.037 n/a n/a
227 4000.00 956.23 45.183049 0.9930808344782586 0.994610 -587001.299516 131.094153 19.495887 66.299538 -336.960350 3629.164819 -10.918 0.000 2.314005 2.975047 2.732 n/a n/a
199 1000.00 996.17 37.030906 0.9851129275117003 0.982491 -478160.185351 102.251412 16.073310 52.923176 -373.892745 2437.551587 -10.280 0.000 2.310024 1.958883 3.633 n/a n/a
228 7000.00 983.97 43.407772 0.9954228560934822 0.997088 -550712.716621 127.136918 17.996642 63.211862 -202.811296 3180.342400 -10.471 0.000 2.407966 3.790777 2.404 n/a n/a
224 10000.00 1011.77 40.028157 0.9962163852519255 0.997577 -501267.183944 119.245030 16.395095 58.276681 -95.934784 2990.987940 -10.042 0.000 2.438141 3.812936 2.046 n/a n/a
228 4000.00 954.23 44.871564 0.9931485980627893 0.994665 -583309.777898 130.229490 19.380229 65.838414 -335.937419 3618.716889 -10.952 0.000 2.311797 2.973411 2.739 n/a n/a
200 1000.00 994.17 36.481221 0.9853918149556871 0.982814 -471439.082915 100.683517 15.849776 52.098117 -367.220098 2400.299051 -10.311 0.000 2.307724 1.956421 3.665 n/a n/a
229 7000.00 981.97 43.208611 0.9954978235692965 0.997140 -548590.141405 126.551558 17.926041 62.915245 -202.325685 3172.761435 -10.503 0.000 2.406414 3.793892 2.414 n/a n/a
225 10000.00 1009.78 39.876361 0.9962766963266843 0.997619 -499715.406090 118.781787 16.340919 58.051344 -95.765512 2985.171505 -10.072 0.000 2.436993 3.816142 2.055 n/a n/a
229 4000.00 952.22 44.565248 0.9932155805443033 0.994719 -579679.083671 129.378443 19.266354 65.384994 -334.923185 3608.396538 -10.985 0.000 2.309616 2.971756 2.745 n/a n/a
201 1000.00 992.16 35.949825 0.9856576064045592 0.983121 -464939.240091 99.166290 15.633437 51.300720 -360.822486 2364.257473 -10.343 0.000 2.305481 1.953948 3.696 n/a n/a
230 7000.00 979.97 43.013604 0.9955714328817414 0.997191 -546516.581936 125.977075 17.856836 62.624954 -201.846291 3165.291275 -10.534 0.000 2.404892 3.796998 2.424 n/a n/a
226 10000.00 1007.78 39.727547 0.9963359231196826 0.997660 -498198.233083 118.326443 16.287736 57.830529 -95.600333 2979.432883 -10.102 0.000 2.435871 3.819354 2.063 n/a n/a
230 4000.00 950.22 44.263991 0.9932817385647758 0.994773 -576107.854268 128.540714 19.154222 64.939109 -333.917454 3598.200820 -11.018 0.000 2.307462 2.970085 2.752 n/a n/a
227 10000.00 1005.78 39.581642 0.9963940816953811 0.997700 -496714.805534 117.878800 16.235521 57.614123 -95.439155 2973.769940 -10.133 0.000 2.434774 3.822572 2.072 n/a n/a
231 7000.00 977.97 42.822645 0.9956437164655936 0.997240 -544490.740804 125.413183 17.788990 62.340823 -201.372966 3157.928817 -10.566 0.000 2.403401 3.800096 2.435 n/a n/a
231 4000.00 948.21 43.967683 0.9933470371748041 0.994825 -572594.742094 127.716003 19.043794 64.500588 -332.920034 3588.126807 -11.052 0.000 2.305336 2.968398 2.758 n/a n/a
228 10000.00 1003.79 39.438576 0.9964511866635859 0.997740 -495264.287423 117.438667 16.184251 57.402019 -95.281889 2968.180597 -10.163 0.000 2.433702 3.825796 2.081 n/a n/a
232 7000.00 975.97 42.635630 0.9957147056395381 0.997289 -542511.364431 124.859604 17.722469 62.062691 -200.905567 3150.671061 -10.598 0.000 2.401940 3.803188 2.445 n/a n/a
203 1000.00 988.16 34.937831 0.9861526789001478 0.983691 -452553.597333 96.272655 15.220733 49.782761 -348.781989 2295.534196 -10.405 0.000 2.301154 1.948967 3.758 n/a n/a
232 4000.00 946.21 43.676212 0.9934114481488635 0.994877 -569138.417280 126.904018 18.935033 64.069265 -331.930735 3578.171599 -11.085 0.000 2.303236 2.966695 2.765 n/a n/a
229 10000.00 1001.79 39.298280 0.9965072510359242 0.997778 -493845.864819 117.005859 16.133903 57.194109 -95.128449 2962.662828 -10.194 0.000 2.432655 3.829027 2.089 n/a n/a
233 7000.00 973.97 42.452460 0.9957844306725706 0.997337 -540577.241216 124.316072 17.657238 61.790404 -200.443956 3143.515106 -10.630 0.000 2.400509 3.806272 2.455 n/a n/a
233 4000.00 944.21 43.389469 0.9934749487371984 0.994928 -565737.569699 126.104468 18.827899 63.644973 -330.949370 3568.332331 -11.119 0.000 2.301164 2.964978 2.771 n/a n/a
204 1000.00 986.16 34.455380 0.9863832515405252 0.983956 -446645.152774 94.891153 15.023636 49.059396 -343.107305 2262.728178 -10.437 0.000 2.299069 1.946462 3.789 n/a n/a
230 10000.00 999.79 39.160688 0.9965622860400500 0.997816 -492458.744577 116.580194 16.084453 56.990290 -94.978748 2957.214651 -10.225 0.000 2.431633 3.832266 2.098 n/a n/a
234 4000.00 942.20 43.107349 0.9935375206188419 0.994979 -562390.910442 125.317068 18.722356 63.227551 -329.975756 3558.606181 -11.153 0.000 2.299118 2.963247 2.777 n/a n/a
205 1000.00 984.15 33.987499 0.9866033164740968 0.984208 -440912.531457 93.550095 14.832264 48.358070 -337.643813 2230.883671 -10.468 0.000 2.297033 1.943950 3.819 n/a n/a
231 10000.00 997.79 39.025734 0.9966163008389273 0.997853 -491102.152999 116.161495 16.035881 56.790461 -94.832705 2951.834132 -10.255 0.000 2.430634 3.835512 2.107 n/a n/a
235 7000.00 969.97 42.097270 0.9959202042637991 0.997430 -536840.107265 123.258122 17.530519 61.262762 -199.537566 3129.497452 -10.694 0.000 2.397735 3.812422 2.476 n/a n/a
235 4000.00 940.20 42.829744 0.9935991491623953 0.995028 -559097.172830 124.541535 18.618367 62.816838 -329.009711 3548.990365 -11.186 0.000 2.297099 2.961502 2.784 n/a n/a
206 1000.00 982.15 33.533417 0.9868134334898759 0.984449 -435346.315712 92.247359 14.646312 47.677617 -332.378478 2199.948942 -10.500 0.000 2.295046 1.941431 3.850 n/a n/a
232 10000.00 995.80 38.893354 0.9966693022565488 0.997889 -489775.334417 115.749590 15.988165 56.594523 -94.690237 2946.519378 -10.286 0.000 2.429660 3.838767 2.116 n/a n/a
236 7000.00 967.97 41.925067 0.9959863082898234 0.997475 -535034.867761 122.743212 17.468968 61.007123 -199.092532 3122.630402 -10.727 0.000 2.396391 3.815489 2.486 n/a n/a
236 4000.00 938.19 42.556550 0.9936598227760515 0.995077 -555855.113132 123.777595 18.515896 62.412679 -328.051057 3539.482151 -11.220 0.000 2.295107 2.959744 2.790 n/a n/a
207 1000.00 980.15 33.092415 0.9870141319916728 0.984678 -429937.740739 90.980969 14.465496 47.016951 -327.299230 2169.875833 -10.531 0.000 2.293106 1.938906 3.880 n/a n/a
233 10000.00 993.80 38.763486 0.9967212943238467 0.997925 -488477.549707 115.344308 15.941284 56.402378 -94.551265 2941.268529 -10.317 0.000 2.428709 3.842031 2.125 n/a n/a
237 4000.00 936.19 42.287666 0.9937195324128322 0.995124 -552663.510993 123.024976 18.414907 62.014919 -327.099617 3530.078853 -11.255 0.000 2.293141 2.957972 2.796 n/a n/a
208 1000.00 978.15 32.663823 0.9872059129591134 0.984897 -424678.642779 89.749081 14.289551 46.375058 -322.394884 2140.619475 -10.563 0.000 2.291213 1.936379 3.910 n/a n/a
238 7000.00 963.97 41.591009 0.9961150822646750 0.997563 -531545.739571 121.740349 17.349334 60.511523 -198.218172 3109.167102 -10.792 0.000 2.393789 3.821608 2.507 n/a n/a
238 4000.00 934.18 42.022990 0.9937782711524142 0.995171 -549521.169678 122.283412 18.315366 61.623407 -326.155220 3520.777834 -11.289 0.000 2.291201 2.956186 2.802 n/a n/a
234 10000.00 991.80 38.636068 0.9967722777639827 0.997960 -487208.074653 114.945484 15.895217 56.213933 -94.415710 2936.079764 -10.348 0.000 2.427780 3.845303 2.133 n/a n/a
209 1000.00 976.15 32.247017 0.9873892507613140 0.985105 -419561.412044 88.549977 14.118231 45.750996 -317.655063 2112.138032 -10.595 0.000 2.289364 1.933849 3.940 n/a n/a
239 4000.00 932.18 41.762424 0.9938360338669959 0.995217 -546426.916140 121.552643 18.217237 61.237995 -325.217696 3511.576510 -11.323 0.000 2.289286 2.954387 2.809 n/a n/a
239 7000.00 961.97 41.428987 0.9961778019976023 0.997606 -529859.830179 121.251948 17.291196 60.271304 -197.788614 3102.565989 -10.824 0.000 2.392529 3.824660 2.517 n/a n/a
235 10000.00 989.80 38.511041 0.9968222492530686 0.997994 -485966.198147 114.552956 15.849945 56.029094 -94.283493 2930.951284 -10.379 0.000 2.426875 3.848586 2.142 n/a n/a
210 1000.00 974.14 31.841412 0.9875645948117406 0.985305 -414578.949906 87.382055 13.951306 45.143884 -313.070133 2084.392469 -10.627 0.000 2.287560 1.931319 3.969 n/a n/a
240 4000.00 930.17 41.505872 0.9938928169510926 0.995262 -543379.600972 120.832413 18.120488 60.858540 -324.286880 3502.472348 -11.358 0.000 2.287398 2.952574 2.815 n/a n/a
240 7000.00 959.97 41.270196 0.9962394419051384 0.997647 -528211.729627 120.771949 17.234139 60.035971 -197.363987 3096.048780 -10.857 0.000 2.391298 3.827709 2.528 n/a n/a
236 10000.00 987.81 38.388343 0.9968712004586049 0.998027 -484751.220135 114.166563 15.805446 55.847769 -94.154538 2925.881316 -10.411 0.000 2.425992 3.851879 2.151 n/a n/a
211 1000.00 972.14 31.446466 0.9877323710870869 0.985495 -409724.629878 86.243815 13.788561 44.552898 -308.631141 2057.346335 -10.659 0.000 2.285798 1.928790 3.998 n/a n/a
241 4000.00 928.17 41.253239 0.9939486180763496 0.995306 -540378.098257 120.122473 18.025086 60.484898 -323.362606 3493.462866 -11.392 0.000 2.285535 2.950747 2.821 n/a n/a
241 7000.00 957.97 41.114559 0.9963000246391548 0.997688 -526600.504863 120.300144 17.178139 59.805406 -196.944183 3089.613225 -10.890 0.000 2.390093 3.830755 2.538 n/a n/a
212 1000.00 970.14 31.061669 0.9878929835128796 0.985676 -404992.262021 85.133857 13.629795 43.977270 -304.329761 2030.965574 -10.692 0.000 2.284079 1.926264 4.028 n/a n/a
237 10000.00 985.81 38.267917 0.9969191167593033 0.998060 -483562.449225 113.786146 15.761702 55.669866 -94.028768 2920.868100 -10.442 0.000 2.425130 3.855184 2.160 n/a n/a
242 7000.00 955.97 40.962001 0.9963595719719612 0.997728 -525025.251472 119.836333 17.123169 59.579491 -196.529097 3083.257141 -10.923 0.000 2.388915 3.833798 2.549 n/a n/a
242 4000.00 926.17 41.004431 0.9940034360059323 0.995350 -537421.305329 119.422577 17.930997 60.116933 -322.444716 3484.545632 -11.427 0.000 2.283697 2.948906 2.827 n/a n/a
238 10000.00 983.81 38.149703 0.9969659754602641 0.998092 -482399.199831 113.411549 15.718694 55.495297 -93.906106 2915.909884 -10.474 0.000 2.424291 3.858499 2.169 n/a n/a
213 1000.00 968.14 30.686545 0.9880468152297457 0.985850 -400376.060406 84.050871 13.474822 43.416280 -300.158244 2005.218343 -10.724 0.000 2.282400 1.923743 4.057 n/a n/a
243 7000.00 953.97 40.812451 0.9964181048313457 0.997768 -523485.092481 119.380321 17.069206 59.358113 -196.118626 3076.978409 -10.956 0.000 2.387764 3.836837 2.559 n/a n/a
243 4000.00 924.16 40.759358 0.9940572704424789 0.995392 -534508.142487 118.732486 17.838192 59.754507 -321.533052 3475.718269 -11.462 0.000 2.281884 2.947051 2.833 n/a n/a
239 10000.00 981.82 38.033644 0.9970117433040585 0.998123 -481260.788677 113.042614 15.676400 55.323971 -93.786475 2911.004914 -10.505 0.000 2.423472 3.861828 2.178 n/a n/a
214 1000.00 966.13 30.320648 0.9881942297444836 0.986016 -395870.613321 82.993631 13.323464 42.869255 -296.109374 1980.074854 -10.756 0.000 2.280761 1.921228 4.086 n/a n/a
244 7000.00 951.97 40.665873 0.9950427435149091 0.996430 -521992.863683 118.921251 17.017175 59.127737 -195.596533 3069.804257 -10.989 0.000 2.386370 3.317973 2.566 n/a n/a
215 1000.00 964.13 29.963561 0.9883355720019593 0.986175 -391470.855959 81.960988 13.175558 42.335565 -292.176427 1955.507224 -10.789 0.000 2.279161 1.918722 4.114 n/a n/a
244 4000.00 922.16 40.517930 0.9941101218740630 0.995434 -531637.552656 118.051966 17.746639 59.397488 -320.627458 3466.978447 -11.497 0.000 2.280096 2.945182 2.839 n/a n/a
240 10000.00 979.82 37.919679 0.9970563729933462 0.998153 -480146.530379 112.679185 15.634803 55.155796 -93.669795 2906.151416 -10.537 0.000 2.422673 3.865170 2.187 n/a n/a
245 7000.00 949.97 40.463913 0.9943734111224377 0.995774 -519692.797995 118.331927 16.943134 58.822997 -194.985492 3061.757920 -11.022 0.000 2.384860 3.179575 2.571 n/a n/a
216 1000.00 962.13 29.614893 0.9884711693409869 0.986327 -387172.045334 80.951866 13.030951 41.814619 -288.353132 1931.489341 -10.822 0.000 2.277599 1.916225 4.143 n/a n/a
245 4000.00 920.15 40.280061 0.9941619914820625 0.995475 -528808.501005 117.380788 17.656307 59.045746 -319.727784 3458.323889 -11.532 0.000 2.278332 2.943298 2.845 n/a n/a
241 10000.00 977.82 37.807750 0.9970997980892179 0.998182 -479055.731743 112.321101 15.593881 54.990681 -93.555986 2901.347582 -10.569 0.000 2.421895 3.868526 2.196 n/a n/a
246 7000.00 947.97 40.235874 0.9944210465710843 0.995808 -517004.669643 117.684559 16.858415 58.486899 -194.361575 3053.558085 -11.056 0.000 2.383370 3.176156 2.575 n/a n/a
246 4000.00 918.15 40.045665 0.9942128810423850 0.995515 -526019.974557 116.718727 17.567167 58.699155 -318.833880 3449.752364 -11.567 0.000 2.276593 2.941399 2.851 n/a n/a
217 1000.00 960.13 29.274277 0.9886013323991716 0.986472 -382969.737215 79.965256 12.889498 41.305863 -284.633644 1907.996733 -10.854 0.000 2.276074 1.913741 4.171 n/a n/a
242 10000.00 975.82 37.697794 0.9971419255359449 0.998211 -477987.684174 111.968201 15.553615 54.828532 -93.444963 2896.591546 -10.600 0.000 2.421136 3.871898 2.205 n/a n/a
247 7000.00 945.98 40.011039 0.9944676176144476 0.995841 -514354.627437 117.045697 16.774793 58.155608 -193.742453 3045.436650 -11.089 0.000 2.381899 3.172710 2.580 n/a n/a
247 4000.00 916.14 39.814658 0.9942627928200863 0.995554 -523270.981766 116.065565 17.479190 58.357590 -317.945600 3441.261694 -11.602 0.000 2.274877 2.939485 2.857 n/a n/a
218 1000.00 958.12 28.941370 0.9887263559367048 0.986612 -378859.764878 79.000210 12.751063 40.808777 -281.012504 1885.006458 -10.887 0.000 2.274586 1.911270 4.200 n/a n/a
248 7000.00 943.98 39.789326 0.9945131311626126 0.995873 -511741.670302 116.415123 16.692239 57.829002 -193.127991 3037.391418 -11.123 0.000 2.380447 3.169235 2.585 n/a n/a
243 10000.00 973.83 37.589746 0.9971826242276182 0.998238 -476941.653305 111.620314 15.513982 54.669250 -93.336635 2891.881348 -10.632 0.000 2.420396 3.875289 2.214 n/a n/a
248 4000.00 914.14 39.586959 0.9943117295546329 0.995593 -520560.552080 115.421086 17.392348 58.020930 -317.062800 3432.849745 -11.637 0.000 2.273185 2.937556 2.863 n/a n/a
249 7000.00 941.98 39.570655 0.9945575939213025 0.995905 -509164.819938 115.792627 16.610724 57.506959 -192.518059 3029.420241 -11.156 0.000 2.379013 3.165733 2.589 n/a n/a
219 1000.00 956.12 28.615848 0.9888465195951959 0.986746 -374838.219522 78.055839 12.615520 40.322872 -277.484618 1862.496999 -10.920 0.000 2.273134 1.908815 4.228 n/a n/a
249 4000.00 912.14 39.362487 0.9943596943607126 0.995630 -517887.735518 114.785081 17.306612 57.689056 -316.185340 3424.514432 -11.673 0.000 2.271517 2.935610 2.869 n/a n/a
244 10000.00 971.83 37.483540 0.9972217071303983 0.998265 -475916.864380 111.277261 15.474960 54.512731 -93.230904 2887.214884 -10.664 0.000 2.419674 3.878700 2.224 n/a n/a
250 7000.00 939.98 39.354946 0.9946010123811854 0.995935 -506623.120092 115.178003 16.530222 57.189363 -191.912529 3021.521023 -11.190 0.000 2.377598 3.162202 2.594 n/a n/a
220 1000.00 954.12 28.297407 0.9889620886321642 0.986875 -370901.432177 77.131308 12.482751 39.847690 -274.045229 1840.448159 -10.953 0.000 2.271716 1.906376 4.256 n/a n/a
250 4000.00 910.13 39.141164 0.9944066907124838 0.995667 -515251.602221 114.157345 17.221956 57.361852 -315.313081 3416.253717 -11.709 0.000 2.269872 2.933648 2.874 n/a n/a
